rid,pattern_id,pattern_name,category_id,role,confidence,review_status,assignment_method,evidence_location,evidence_quote,system_id,source_batch,taxonomy_version
1960,pat-011,Live Activity Output Synchronization,U02,central,high,verified,imported,system sec 8,"Visual Captions focuses on generating synchronous captions with a wide range of visual content, type, and sources.",1960,include,v1.1
1960,pat-034,Artifact Generation Property Controls,U01,present,medium,verified,imported,system sec 8,Visual Captions also provides three levels of AI proactivity to accommodate diferent interaction preferences.,1960,include,v1.1
1960,pat-088,AI Panels for Host Application,U09,central,high,verified,imported,abstract,"These insights informed Visual Captions, a real-time system that integrates with a video conferencing platform to enrich verbal communication.",1960,include,v1.1
1966,pat-032,Source Conditioned Generation,U01,central,high,verified,imported,abstract,leverages the social media data of users to assist their familiarization process,introbot,include-b,v1.1
1966,pat-042,Persona Assigned to Agents,U10,present,medium,verified,imported,system sec 3.1,"This framework suggests that an efective facilitator performs four key roles: intellectual, social, managerial, and technical.",introbot,include-b,v1.1
1966,pat-045,Multiparty Hub and Spoke,U10,central,high,verified,imported,fig 1,"Key screens of our system. Through intellectual (1), managerial (2), and social (3) supports, IntroBot aims to help familiarization process of online ad hoc team",introbot,include-b,v1.1
1990,pat-001,Linked Views,U07,present,medium,verified,imported,fig 2,The core idea is to bridge the document and the summary with a concept view.,concepteva,include,v1.1
1990,pat-010,Prefilled Editable Templates,U06,present,medium,verified,imported,fig 1,The ConceptEVA Interface shows a multi-disciplinary research paper [43] and its auto-generated summary.,concepteva,include,v1.1
1990,pat-019,Propose-Critique-Revise Iterative Refinement,U06,present,medium,verified,imported,fig 3,"ConceptEVA uses a multi-task LED model [3] to help generate, evaluate, and customize summaries.",concepteva,include,v1.1
1990,pat-022,Artifact Derived Controls,U01,central,high,verified,imported,abstract,The user can select these concepts and automatically update the summary to emphasize them.,concepteva,include,v1.1
1990,pat-032,Source Conditioned Generation,U01,present,medium,verified,imported,abstract,ConceptEVA incorporates a custom multi-task longformer encoder decoder to summarize longer documents.,concepteva,include,v1.1
1990,pat-037,Unit Visualization Views,U07,central,medium,verified,imported,abstract,Interactive visualizations of document concepts as a network reflecting both semantic relatedness and co-occurrence help users focus on concepts of interest.,concepteva,include,v1.1
1990,pat-086,Fixed Functional Panel Layout,U09,present,high,verified,imported,fig 1,"The interface can be separated into three main panels vertically. The panel on the left (1) shows a section-wise collapsed view of the research paper, while the panel on the right (3) shows the generated summary in the summary editor.",concepteva,include,v1.1
2002,pat-002,Candidate Gallery,U05,central,high,verified,imported,system sec 3.2,Our system follows current practices for multiple suggestions (see Section 2.2) and shows each phrase suggestion as a separate item in a list of three.,2002,include,v1.1
2002,pat-052,Color Coded Content,U07,present,high,verified,imported,system sec 3.1,The suggestion preview is visually highlighted in green to indicate that it is not part of the text yet.,2002,include,v1.1
2002,pat-090,On-Demand Suggestion,U02,central,high,verified,imported,system sec 3.1,When a user requests a new suggestion ( TAB ) a preview of the suggestion appears after the current caret position in the text editor.,2002,include,v1.1
2002,pat-095,Manual Fallback Editing,U06,present,medium,verified,imported,fig 1,"Overview of our four UI variants, showing the user’s written text (black font, i.e. a diegetic prompt), the suggestions (text highlighted in green, and options in the list), and a popup text box that allows users to input an instruction as a zero-shot prompt to the system (i.e. a non-diegetic prompt).",2002,include,v1.1
2002,pat-096,Accept/Reject Controls,U06,central,high,verified,imported,system sec 3.1,"If the suggestion is accepted ( ENTER ) the preview style (green background) is removed and the suggested text becomes part of the text document. Alternatively, the user can cancel the current suggestion preview by pressing ESC or by continuing to type without confirming the suggestion.",2002,include,v1.1
2013,pat-002,Candidate Gallery,U05,present,medium,verified,imported,fig 2,Users can choose to adopt any of the AI suggestions as a questio,readingquizmaker,include,v1.1
2013,pat-021,Localized Tweaking Support,U06,central,high,verified,imported,fig 2,ReadingQuizMaker gives users immediate AI suggestions based on their text selection,readingquizmaker,include,v1.1
2013,pat-033,Output Templates,U03,present,medium,verified,imported,fig 3,"The system supports 3 question types (a). Users can add notes for high-level planning (b), add/delete options (e, c), add/delete feedback for each option (d), copy a previous option (f), and save(g)",readingquizmaker,include,v1.1
2013,pat-035,Atomic AI Action Menu,U01,central,high,verified,imported,fig 2,including 1) entity replacement that replaces frst-person pronouns as third-person pronouns; 2) paraphrase for single sentences (left); 3) summarization for paragraphs or long texts (right),readingquizmaker,include,v1.1
2013,pat-086,Fixed Functional Panel Layout,U09,central,high,verified,imported,fig 1,"The ReadingQuizMaker interface contains a Navigation Bar (a), a Paper Panel (middle), and a Qestion Authoring Panel (right).",readingquizmaker,include,v1.1
2013,pat-095,Manual Fallback Editing,U06,central,high,verified,imported,abstract,"ReadingQuizMaker adapts to instructors’ natural workfows of creating questions, while providing NLP-based process-oriented support.",readingquizmaker,include,v1.1
2030,pat-016,Structured Dialogue Flow,U08,central,high,verified,imported,fig 3,Logic fow of the Chatbot View.,coargue,include-b,v1.1
2030,pat-033,Output Templates,U03,central,high,verified,imported,system sec 4,"we developed the taxonomies below to facilitate the design of CoArgue: • Stance: people’s sentiment on a particular topic (e.g., positive, neutral, and negative)",coargue,include-b,v1.1
2030,pat-057,Companion Chat Panel,U09,central,high,verified,imported,abstract,"Based on this we built CoArgue, a tool with navigation and chatbot features to support CQA lurkers’ motivation and ability in making contributions.",coargue,include-b,v1.1
2071,pat-048,Simulated Counterparts,U10,central,medium,verified,imported,fig 2,These limitations percolated the idea to explore the design of a potential new digital storytelling tool with a conversational user interface.,2071,include-b,v1.1
2071,pat-060,Multimodal Input,U04,present,medium,verified,imported,abstract,we fnd that collectors perceive opportunities to expand means of documentation with multimedia and multi-language support,2071,include-b,v1.1
2071,pat-089,Chat Panels,U09,central,medium,verified,imported,fig 3,"CSA visual mockups: (1) more inventive chatbot-inspired aesthetic as an interactive multimedia storytelling experience (left); and (2) more traditional chatbot messenger aesthetic with multimedia, multi-language, and mobile support (right).",2071,include-b,v1.1
2074,pat-010,Prefilled Editable Templates,U06,central,medium,verified,imported,system sec 3,we develop a web-based user interface as shown in Fig. 2 driven by pre-trained sketch synthesis model and style transfer model for automatically generating sketch pictures and clothing pictures,styleme,include,v1.1
2074,pat-032,Source Conditioned Generation,U01,central,high,verified,imported,abstract,"Given the clothing pictures specified by the designer, StyleMe can use deep learning based generative model to generate clothing sketches that are consistent with the designer style.",styleme,include,v1.1
