paper_id,paper_name,pattern_ids,pattern_names,human_factor_ids,human_factor_names
2546,Jess+: AI and robotics with inclusive music-making,pat-009 | pat-059 | pat-045 | pat-061,Proactive Support | Inferred User State Driven Adaptation | Multiparty Hub and Spoke | Tangible Interaction,F2 | F20 | F12 | F11 | F21 | F14 | F15,"Creativity Support and Ideation | Skill and Self-Efficacy | Perspective-Taking | Social Perception (Mindset) | Affect, Wellbeing and Connection | Accessibility | Spatial and Embodied Cognition"
2553,Generating Automatic Feedback on UI Mockups with Large Language Models,pat-067 | pat-001 | pat-088,User-Authored Rules | Linked Views | AI Panels for Host Application,F9 | F6 | F3 | F19,Guidance and Feedback | Sensemaking | Judgment and Decision Making | Effort and Cognitive Load
2563,"RoomDreaming: Generative-AI Approach to Facilitating Iterative, Preliminary Interior Design Exploration",pat-032 | pat-034 | pat-067 | pat-071 | pat-002 | pat-019 | pat-086,Source Conditioned Generation | Artifact Generation Property Controls | User-Authored Rules | Protected Region | Candidate Gallery | Propose-Critique-Revise Iterative Refinement | Fixed Functional Panel Layout,F2 | F19 | F7,Creativity Support and Ideation | Effort and Cognitive Load | Control and Agency
2584,PromptCharm: Text-to-Image Generation through Multi-modal Prompting and Refinement,pat-022 | pat-034 | pat-002 | pat-010 | pat-019 | pat-020 | pat-038 | pat-060,Artifact Derived Controls | Artifact Generation Property Controls | Candidate Gallery | Prefilled Editable Templates | Propose-Critique-Revise Iterative Refinement | Inspectable Intermediate Steps | Model Internals View | Multimodal Input,F1 | F2 | F9 | F4 | F20 | F7,Gulf of Envisioning | Creativity Support and Ideation | Guidance and Feedback | Oversight | Skill and Self-Efficacy | Control and Agency
2587,AXNav: Replaying Accessibility Tests from Natural Language,pat-092 | pat-004 | pat-007 | pat-018 | pat-080,Natural-Language Control | Side-by-Side Comparison | Perturb-and-Compare | Addressable Segments | Revisitable History,F6 | F3 | F19 | F20 | F14,Sensemaking | Judgment and Decision Making | Effort and Cognitive Load | Skill and Self-Efficacy | Accessibility
2588,BIDTrainer: An LLMs-driven Education Tool for Enhancing the Understanding and Reasoning in Bio-inspired Design,pat-033 | pat-068 | pat-017 | pat-057 | pat-087,Output Templates | Withheld Answer | Staged Pipeline | Companion Chat Panel | Dual Artifact Presentation Modes,F2 | F9 | F6 | F3 | F19 | F20,Creativity Support and Ideation | Guidance and Feedback | Sensemaking | Judgment and Decision Making | Effort and Cognitive Load | Skill and Self-Efficacy
2592,"CloChat: Understanding How People Customize, Interact, and Experience Personas in Large Language Models",pat-015 | pat-033 | pat-017 | pat-042 | pat-089 | pat-043,Question-Driven Elicitation | Output Templates | Staged Pipeline | Persona Assigned to Agents | Chat Panels | Embodied Avatar,F6 | F7 | F12 | F11 | F13,Sensemaking | Control and Agency | Perspective-Taking | Social Perception (Mindset) | Personalization
2620,EmoEden: Applying Generative Artificial Intelligence to Emotional Learning for Children with High-Function Autism,pat-032 | pat-017 | pat-044 | pat-047 | pat-043 | pat-060 | pat-063,Source Conditioned Generation | Staged Pipeline | Role-Play Scenario | Role Asymmetric Views | Embodied Avatar | Multimodal Input | Multimodal Output,F22 | F19 | F20 | F12 | F17 | F13 | F21 | F14,"Risk of Harm and Accountability | Effort and Cognitive Load | Skill and Self-Efficacy | Perspective-Taking | Privacy and Ownership | Personalization | Affect, Wellbeing and Connection | Accessibility"
2627,Jigsaw: Supporting Designers to Prototype Multimodal Applications by Chaining AI Foundation Models,pat-039 | pat-093 | pat-095 | pat-026 | pat-086,Spatial Canvas | Familiar-Object Metaphor | Manual Fallback Editing | Unified Workspace | Fixed Functional Panel Layout,F1 | F2 | F9 | F4 | F20 | F7,Gulf of Envisioning | Creativity Support and Ideation | Guidance and Feedback | Oversight | Skill and Self-Efficacy | Control and Agency
2638,Personalizing Products with Stylized Head Portraits for Self-Expression,pat-032 | pat-010 | pat-061,Source Conditioned Generation | Prefilled Editable Templates | Tangible Interaction,F7 | F17,Control and Agency | Privacy and Ownership
2642,A Piece of Theatre: Investigating How Teachers Design LLM Chatbots to Assist Adolescent Cyberbullying Education,pat-016 | pat-044 | pat-047 | pat-048 | pat-089,Structured Dialogue Flow | Role-Play Scenario | Role Asymmetric Views | Simulated Counterparts | Chat Panels,F22 | F20 | F7 | F21,"Risk of Harm and Accountability | Skill and Self-Efficacy | Control and Agency | Affect, Wellbeing and Connection"
2654,SPICA: Interactive Video Content Exploration through Augmented Audio Descriptions for Blind or Low-Vision Viewers,pat-018 | pat-088 | pat-049 | pat-063 | pat-064,Addressable Segments | AI Panels for Host Application | Space Registered Overlay | Multimodal Output | Nonvisual Navigation,F6 | F19 | F13 | F14 | F15,Sensemaking | Effort and Cognitive Load | Personalization | Accessibility | Spatial and Embodied Cognition
2655,Towards Inclusive Video Commenting: Introducing Signmaku for the Deaf and Hard-of-Hearing,pat-087 | pat-088 | pat-050 | pat-063,Dual Artifact Presentation Modes | AI Panels for Host Application | Generative Filters | Multimodal Output,F6 | F19 | F20 | F17 | F13 | F21 | F14,"Sensemaking | Effort and Cognitive Load | Skill and Self-Efficacy | Privacy and Ownership | Personalization | Affect, Wellbeing and Connection | Accessibility"
2658,Fashioning Creative Expertise with Generative AI: Graphical Interfaces for Design Space Exploration Better Support Ideation Than Text Prompts,pat-027 | pat-002 | pat-041 | pat-086 | pat-087,Specification by Demonstration | Candidate Gallery | Pick and Combine | Fixed Functional Panel Layout | Dual Artifact Presentation Modes,F2 | F19 | F20 | F7,Creativity Support and Ideation | Effort and Cognitive Load | Skill and Self-Efficacy | Control and Agency
2680,DirectGPT: A Direct Manipulation Interface to Interact with Large Language Models,pat-027 | pat-018 | pat-021 | pat-080 | pat-088 | pat-060,Specification by Demonstration | Addressable Segments | Localized Tweaking Support | Revisitable History | AI Panels for Host Application | Multimodal Input,F1 | F2 | F19 | F7,Gulf of Envisioning | Creativity Support and Ideation | Effort and Cognitive Load | Control and Agency
2682,RELIC: Investigating Large Language Model Responses using Self-Consistency,pat-018 | pat-001 | pat-051 | pat-053 | pat-086 | pat-078,Addressable Segments | Linked Views | Elements for Process Disclosure | Artifact Flagging and Annotations | Fixed Functional Panel Layout | Composite Glyph,F3,Judgment and Decision Making
2685,CareJournal: A Voice-Based Conversational Agent for Supporting Care Communications,pat-082 | pat-015 | pat-016 | pat-031 | pat-047 | pat-062,Chunked Interaction Sessions | Question-Driven Elicitation | Structured Dialogue Flow | Pre-Send Inspection | Role Asymmetric Views | Voice Interaction,F1 | F8 | F7 | F12 | F17 | F21,"Gulf of Envisioning | Metacognition | Control and Agency | Perspective-Taking | Privacy and Ownership | Affect, Wellbeing and Connection"
2693,Prompting for Discovery: Flexible Sense-Making for AI Art-Making with Dreamsheets,pat-039 | pat-093 | pat-004 | pat-095 | pat-080,Spatial Canvas | Familiar-Object Metaphor | Side-by-Side Comparison | Manual Fallback Editing | Revisitable History,F2 | F9 | F6 | F4,Creativity Support and Ideation | Guidance and Feedback | Sensemaking | Oversight
2704,TypeDance: Creating Semantic Typographic Logos from Image through Personalized Generation,pat-032 | pat-033 | pat-002 | pat-041 | pat-021 | pat-017 | pat-086,Source Conditioned Generation | Output Templates | Candidate Gallery | Pick and Combine | Localized Tweaking Support | Staged Pipeline | Fixed Functional Panel Layout,F2 | F19 | F7 | F17,Creativity Support and Ideation | Effort and Cognitive Load | Control and Agency | Privacy and Ownership
2711,Are You Really Sure? Understanding the Effects of Human Self-Confidence Calibration in AI-Assisted Decision Making,pat-013 | pat-017 | pat-036 | pat-051 | pat-054 | pat-087,Deferred Intervention | Staged Pipeline | Overview-plus-Detail | Elements for Process Disclosure | Paired (Human-AI) Assessment | Dual Artifact Presentation Modes,F8 | F5 | F19 | F20,Metacognition | Appropriate Reliance | Effort and Cognitive Load | Skill and Self-Efficacy
2714,EvalLM: Interactive Evaluation of Large Language Model Prompts on User-Defined Criteria,pat-067 | pat-004 | pat-019 | pat-080 | pat-051 | pat-086,User-Authored Rules | Side-by-Side Comparison | Propose-Critique-Revise Iterative Refinement | Revisitable History | Elements for Process Disclosure | Fixed Functional Panel Layout,F2 | F3 | F19,Creativity Support and Ideation | Judgment and Decision Making | Effort and Cognitive Load
2721,C2Ideas: Supporting Creative Interior Color Design Ideation with a Large Language Model,pat-022 | pat-017 | pat-020 | pat-051,Artifact Derived Controls | Staged Pipeline | Inspectable Intermediate Steps | Elements for Process Disclosure,F1 | F2 | F3 | F4 | F18 | F7,Gulf of Envisioning | Creativity Support and Ideation | Judgment and Decision Making | Oversight | Bias and Fairness | Control and Agency
2733,CoPrompt: Supporting Prompt Sharing and Referring in Collaborative Natural Language Programming,pat-092 | pat-018 | pat-080 | pat-036 | pat-051 | pat-045 | pat-086,Natural-Language Control | Addressable Segments | Revisitable History | Overview-plus-Detail | Elements for Process Disclosure | Multiparty Hub and Spoke | Fixed Functional Panel Layout,F6 | F19 | F20 | F12 | F16,Sensemaking | Effort and Cognitive Load | Skill and Self-Efficacy | Perspective-Taking | Coordination and Equitable Participation
2763,OutlineSpark: Igniting AI-powered Presentation Slides Creation from Computational Notebooks through Outlines,pat-032 | pat-010 | pat-095 | pat-036 | pat-086 | pat-088,Source Conditioned Generation | Prefilled Editable Templates | Manual Fallback Editing | Overview-plus-Detail | Fixed Functional Panel Layout | AI Panels for Host Application,F1 | F6 | F19 | F12,Gulf of Envisioning | Sensemaking | Effort and Cognitive Load | Perspective-Taking
2764,Eternagram: Probing Player Attitudes Towards Climate Change Using a ChatGPT-driven Text-based Adventure,pat-093 | pat-002 | pat-016 | pat-042 | pat-044,Familiar-Object Metaphor | Candidate Gallery | Structured Dialogue Flow | Persona Assigned to Agents | Role-Play Scenario,F3 | F8 | F17 | F13,Judgment and Decision Making | Metacognition | Privacy and Ownership | Personalization
2765,Putting Things into Context: Generative AI-Enabled Context Personalization for Vocabulary Learning Improves Learning Motivation,pat-017 | pat-087,Staged Pipeline | Dual Artifact Presentation Modes,F20 | F13,Skill and Self-Efficacy | Personalization
2772,DeepTreeSketch: Neural Graph Prediction for Faithful 3D Tree Modeling from Sketches,pat-040,Sketch-Based Input,F1 | F19 | F20 | F7 | F13,Gulf of Envisioning | Effort and Cognitive Load | Skill and Self-Efficacy | Control and Agency | Personalization
2790,Let's Talk About Death: Existential Conversations with Chatbots,pat-016 | pat-089,Structured Dialogue Flow | Chat Panels,F6 | F8 | F20 | F13 | F21,"Sensemaking | Metacognition | Skill and Self-Efficacy | Personalization | Affect, Wellbeing and Connection"
2812,VAL: Interactive Task Learning with GPT Dialog Parsing,pat-015 | pat-016 | pat-023 | pat-020,Question-Driven Elicitation | Structured Dialogue Flow | Goal Decomposition | Inspectable Intermediate Steps,F1 | F4 | F19 | F20 | F7 | F12,Gulf of Envisioning | Oversight | Effort and Cognitive Load | Skill and Self-Efficacy | Control and Agency | Perspective-Taking
2826,How Do Data Analysts Respond to AI Assistance? A Wizard-of-Oz Study,,,F1 | F9 | F6 | F18 | F16,Gulf of Envisioning | Guidance and Feedback | Sensemaking | Bias and Fairness | Coordination and Equitable Participation
2831,VirtuWander: Enhancing Multi-modal Interaction for Virtual Tour Guidance through Large Language Models,pat-059 | pat-048 | pat-043 | pat-062 | pat-063,Inferred User State Driven Adaptation | Simulated Counterparts | Embodied Avatar | Voice Interaction | Multimodal Output,F9 | F6 | F12 | F13 | F21 | F15,"Guidance and Feedback | Sensemaking | Perspective-Taking | Personalization | Affect, Wellbeing and Connection | Spatial and Embodied Cognition"
2861,PlantoGraphy: Incorporating Iterative Design Process into Generative Artificial Intelligence for Landscape Rendering,pat-019 | pat-017 | pat-020 | pat-086,Propose-Critique-Revise Iterative Refinement | Staged Pipeline | Inspectable Intermediate Steps | Fixed Functional Panel Layout,F1 | F2 | F12,Gulf of Envisioning | Creativity Support and Ideation | Perspective-Taking
2867,Explainable Notes: Examining How to Unlock Meaning in Medical Notes with Interactivity and Artificial Intelligence,pat-012 | pat-032 | pat-053 | pat-088 | pat-074,Live Side Panel | Source Conditioned Generation | Artifact Flagging and Annotations | AI Panels for Host Application | Non-Readable to Natural Language Conversion,F6 | F4 | F22 | F19 | F20 | F17 | F21,"Sensemaking | Oversight | Risk of Harm and Accountability | Effort and Cognitive Load | Skill and Self-Efficacy | Privacy and Ownership | Affect, Wellbeing and Connection"
2868,SimUser: Generating Usability Feedback by Simulating Various Users Interacting with Mobile Applications,pat-033 | pat-042,Output Templates | Persona Assigned to Agents,F9 | F19 | F12,Guidance and Feedback | Effort and Cognitive Load | Perspective-Taking
2870,ContextCam: Bridging Context Awareness with Creative Human-AI Image Co-Creation,pat-002 | pat-019 | pat-052,Candidate Gallery | Propose-Critique-Revise Iterative Refinement | Color Coded Content,F2 | F20 | F17,Creativity Support and Ideation | Skill and Self-Efficacy | Privacy and Ownership
2881,Meta-Manager: A Tool for Collecting and Exploring Meta Information about Code,pat-080 | pat-001 | pat-036 | pat-086 | pat-088,Revisitable History | Linked Views | Overview-plus-Detail | Fixed Functional Panel Layout | AI Panels for Host Application,F6 | F4 | F19 | F12,Sensemaking | Oversight | Effort and Cognitive Load | Perspective-Taking
